CMDLINE python2.7 19-Quick-Implement-for-difference-distance.py
MEM 232.332031 1514434643.4238
MEM 232.332031 1514434643.5257
MEM 232.332031 1514434643.6262
MEM 232.332031 1514434643.7290
MEM 232.332031 1514434643.8325
MEM 232.332031 1514434643.9365
MEM 232.332031 1514434644.0406
MEM 232.332031 1514434644.1457
MEM 232.332031 1514434644.2509
MEM 232.332031 1514434644.3530
MEM 232.332031 1514434644.4554
MEM 232.332031 1514434644.5607
MEM 232.332031 1514434644.6659
MEM 232.332031 1514434644.7667
MEM 232.332031 1514434644.8710
MEM 232.332031 1514434644.9712
MEM 232.332031 1514434645.0765
MEM 232.332031 1514434645.1816
MEM 232.332031 1514434645.2868
MEM 232.332031 1514434645.3879
MEM 232.332031 1514434645.4925
MEM 232.332031 1514434645.5951
MEM 232.332031 1514434645.6962
MEM 232.332031 1514434645.8014
MEM 232.332031 1514434645.9030
MEM 232.332031 1514434646.0082
MEM 232.335938 1514434646.1134
MEM 232.335938 1514434646.2171
MEM 232.335938 1514434646.3214
MEM 232.335938 1514434646.4266
MEM 232.335938 1514434646.5318
MEM 232.335938 1514434646.6366
MEM 232.335938 1514434646.7378
MEM 232.335938 1514434646.8393
MEM 232.335938 1514434646.9445
MEM 232.335938 1514434647.0458
MEM 232.335938 1514434647.1498
MEM 232.335938 1514434647.2531
MEM 232.335938 1514434647.3583
MEM 232.335938 1514434647.4605
MEM 232.335938 1514434647.5657
MEM 232.335938 1514434647.6659
MEM 232.335938 1514434647.7661
MEM 232.335938 1514434647.8693
MEM 232.335938 1514434647.9745
MEM 232.335938 1514434648.0797
MEM 232.335938 1514434648.1849
MEM 232.335938 1514434648.2887
MEM 232.335938 1514434648.3898
MEM 232.335938 1514434648.4950
MEM 232.335938 1514434648.5975
MEM 232.335938 1514434648.7027
MEM 232.335938 1514434648.8041
MEM 232.472656 1514434648.9093
MEM 232.527344 1514434649.0119
MEM 232.527344 1514434649.1170
MEM 232.527344 1514434649.2222
MEM 232.535156 1514434649.3230
MEM 232.535156 1514434649.4282
MEM 232.535156 1514434649.5330
MEM 232.535156 1514434649.6383
MEM 232.535156 1514434649.7403
MEM 232.582031 1514434649.8423
MEM 232.582031 1514434649.9443
MEM 232.582031 1514434650.0452
MEM 232.582031 1514434650.1503
MEM 232.582031 1514434650.2532
MEM 232.582031 1514434650.3584
MEM 232.582031 1514434650.4635
MEM 232.585938 1514434650.5687
MEM 233.265625 1514434650.6739
MEM 233.351562 1514434650.7758
MEM 233.378906 1514434650.8809
MEM 233.378906 1514434650.9861
MEM 233.378906 1514434651.0867
MEM 233.378906 1514434651.1910
MEM 233.378906 1514434651.2926
MEM 233.378906 1514434651.3939
MEM 233.378906 1514434651.4983
MEM 233.472656 1514434651.6032
MEM 239.214844 1514434651.7054
MEM 239.328125 1514434651.8100
MEM 233.636719 1514434651.9114
MEM 234.386719 1514434652.0132
MEM 234.199219 1514434652.1173
MEM 232.953125 1514434652.2225
MEM 233.457031 1514434652.3228
MEM 233.578125 1514434652.4280
MEM 234.089844 1514434652.5331
MEM 234.628906 1514434652.6367
MEM 234.628906 1514434652.7419
MEM 234.628906 1514434652.8471
MEM 234.628906 1514434652.9487
MEM 234.628906 1514434653.0532
FUNC __main__.set_up_data 176.3594 1514434396.3292 183.3242 1514434444.9658
FUNC __main__.set_up_model 183.3242 1514434444.9659 195.5430 1514434604.5213
MEM 234.839844 1514434653.1569
MEM 243.847656 1514434653.2621
MEM 243.804688 1514434653.3626
MEM 243.804688 1514434653.4678
MEM 243.902344 1514434653.5693
MEM 243.960938 1514434653.6715
MEM 245.101562 1514434653.7757
MEM 245.449219 1514434653.8778
MEM 246.972656 1514434653.9830
MEM 248.191406 1514434654.0875
MEM 249.960938 1514434654.1914
MEM 252.648438 1514434654.2966
MEM 259.257812 1514434654.4018
MEM 259.843750 1514434654.5069
MEM 262.371094 1514434654.6121
MEM 261.695312 1514434654.7151
MEM 261.449219 1514434654.8203
