	Full Address	BLT	Vacant	zip+4	zip	street	housenumber
127368	3829 CRESTLYN RD BALTIMORE | MD 21218-2122	0x00840F00004F0F00000020	1	2122	21218	 Crestlyn Road 	3829
127432	1802 DOVER ST BALTIMORE | MD 21223-3001	0x0004010000207400000020	1	3001	21223	 Dover Street 	1802
127441	1732 N BOND ST BALTIMORE | MD 21213-2335	0x0054040000202D00000020	1	2335	21213	 North Bond Street 	1732
127471	4212 MASSACHUSETTS AVE BALTIMORE | MD 21229-3514	0x00EF090000201000000020	1	3514	21229	 Massachusetts Avenue 	4212
127489	612 N MONTFORD AVE BALTIMORE | MD 21205-2525	0x0067060000202500000020	1	2525	21205	 North Montford Avenue 	612
127495	1121 N BOND ST BALTIMORE | MD 21213-2938	0x008C040000421D00000020	1	2938	21213	 North Bond Street 	1121
127507	2833 W NORTH AVE BALTIMORE | MD 21216-3103	0x0066090000201100000020	1	3103	21216	 West North Avenue 	2833
127520	423 HORNEL ST BALTIMORE | MD 21224-2922	0x00C9180000410C00000020	1	2922	21224	 Hornel Street 	423
127538	1816 MCHENRY ST BALTIMORE | MD 21223-3009	0x0004010000203900000020	1	3009	21223	 Mchenry Street 	1816
127568	2306 ASHLAND AVE BALTIMORE | MD 21205-1626	0x0036060000204200000020	1	1626	21205	 Ashland Avenue 	2306
127609	4216 FERNHILL AVE BALTIMORE | MD 21215-4828	0x0025200000200800000020	1	4828	21215	 Fernhill Avenue 	4216
127616	5619 LAURELTON AVE BALTIMORE | MD 21214-1604	0x0020150000441200000020	1	1604	21214	 Laurelton Avenue 	5619
127643	2243 E BIDDLE ST BALTIMORE | MD 21213-3405	0x0011060000202700000020	1	3405	21213	 East Biddle Street 	2243
127659	3502 KENTUCKY AVE BALTIMORE | MD 21213-1918	0x0053100000471900000020	1	1918	21213	 Kentucky Avenue 	3502
127744	1108 MCDONOGH ST BALTIMORE | MD 21213-3129	0x000B060000202400000020	1	3129	21213	 Mcdonogh Street 	1108
127769	719 N GRANTLEY ST BALTIMORE | MD 21229-2032	0x00C8090000203B00000020	1	2032	21229	 North Grantley Street 	719
127789	3306 EGERTON RD BALTIMORE | MD 21215-7329	0x00220C0000201500000020	1	7329	21215	 Egerton Road 	3306
127798	1730 E CHASE ST BALTIMORE | MD 21213-3136	0x000C060000200900000020	1	3136	21213	 East Chase Street 	1730
127813	1819 MCHENRY ST BALTIMORE | MD 21223-3010	0x0013010000205400000020	1	3010	21223	 Mchenry Street 	1819
127847	505 N PORT ST BALTIMORE | MD 21205-2528	0x0077060000204E00000020	1	2528	21205	 North Port Street 	505
127855	701 N ROSE ST BALTIMORE | MD 21205-2516	0x0059060000205D00000020	1	2516	21205	 North Rose Street 	701
127857	4411 ADELLE TER BALTIMORE | MD 21229-3404	0x00BD1F0000200500000020	1	3404	21229	 Adelle Ter 	4411
127859	4553 MARBLE HALL RD BALTIMORE | MD 21239-3936	0x0093140000422800000020	1	3936	21239	 Marble Hall Road 	4553
127878	1326 N LUZERNE AVE BALTIMORE | MD 21213-3753	0x00F105000020270000004A	1	3753	21213	 North Luzerne Avenue 	1326
127888	2304 EVERGREEN AVE BALTIMORE | MD 21214-1624	0x0020150000442A00000020	1	1624	21214	 Evergreen Avenue 	2304
127894	914 N KENWOOD AVE BALTIMORE | MD 21205-1308	0x003A060000201C00000020	1	1308	21205	 North Kenwood Avenue 	914
128022	3222 ELMLEY AVE BALTIMORE | MD 21213-1602	0x0052100000454400000020	1	1602	21213	 Elmley Avenue 	3222
128032	1804 N REGESTER ST BALTIMORE | MD 21213-2329	0x00A6050000205200000020	1	2329	21213	 North Regester Street 	1804
128036	1706 N REGESTER ST BALTIMORE | MD 21213-2319	0x00B0050000205300000020	1	2319	21213	 North Regester Street 	1706
128079	3308 NOBLE ST BALTIMORE | MD 21224-1415	0x0079180000200500000020	1	1415	21224	 Noble Street 	3308
128091	2806 EDMONDSON AVE BALTIMORE | MD 21223-1009	0x0049090000420400000020	1	1009	21223	 Edmondson Avenue 	2806
128121	2133 W BALTIMORE ST BALTIMORE | MD 21223-2148	0x00CD000000201100000020	1	2148	21223	 West Baltimore Street 	2133
128128	6200-46 CHINQUAPIN PKWY BALTIMORE | MD 21239	0x00111400004A2900000020	1	0	21239	 Chinquapin Parkway 	6200-46
128133	1353 W NORTH AVE BALTIMORE | MD 21217-3539	0x002B010000201A00000020	1	3539	21217	 West North Avenue 	1353
128135	405 S MONROE ST BALTIMORE | MD 21223-3047	0x0023010000202100000020	1	3047	21223	 South Monroe Street 	405
128143	2307 BELAIR RD BALTIMORE | MD 21213-1221	0x0052100000450D00000020	1	1221	21213	 Belair Road 	2307
128166	2949 ROSALIND AVE BALTIMORE | MD 21215-6519	0x00C4120000421A00000020	1	6519	21215	 Rosalind Avenue 	2949
128168	1507 W PRATT ST BALTIMORE | MD 21223-2442	0x0007010000200200000020	1	2442	21223	 West Pratt Street 	1507
128200	2446 FRANCIS ST BALTIMORE | MD 21217-1832	0x004F0D0000201800000020	1	1832	21217	 Francis Street 	2446
128202	719 RESERVOIR ST BALTIMORE | MD 21217-4677	0x00730D0000202A00000020	1	4677	21217	 Reservoir Street 	719
128219	2205 CEDLEY ST BALTIMORE | MD 21230-3115	0x000F1D0000200200000020	1	3115	21230	 Cedley Street 	2205
128251	509 N ROSE ST BALTIMORE | MD 21205-2512	0x0078060000205200000020	1	2512	21205	 North Rose Street 	509
128287	760 N GRANTLEY ST BALTIMORE | MD 21229-2033	0x00C9090000415000000020	1	2033	21229	 North Grantley Street 	760
128288	1529 W BALTIMORE ST BALTIMORE | MD 21223-2495	0x00D5000000200F00000020	1	2495	21223	 West Baltimore Street 	1529
128333	3127 CLIFTMONT AVE BALTIMORE | MD 21213-1624	0x005C100000422300000020	1	1624	21213	 Cliftmont Avenue 	3127
128350	3019 ROSALIND AVE BALTIMORE | MD 21215-6463	0x00C4120000411500000020	1	6463	21215	 Rosalind Avenue 	3019
128351	1519 W BALTIMORE ST BALTIMORE | MD 21223-2407	0x00D5000000200800000020	1	2407	21223	 West Baltimore Street 	1519
128388	1816 WILKENS AVE BALTIMORE | MD 21223-3441	0x0023010000203D00000020	1	3441	21223	 Wilkens Avenue 	1816
128392	2451 WOODBROOK AVE BALTIMORE | MD 21217-1743	0x004F0D0000202200000020	1	1743	21217	 Woodbrook Avenue 	2451
128430	514 E 26TH ST BALTIMORE | MD 21218-4714	0x00DE0F0000201500000020	1	4714	21218	 East 26Th Street 	514
128450	1712 WILKENS AVE BALTIMORE | MD 21223-3439	0x0024010000200700000020	1	3439	21223	 Wilkens Avenue 	1712
128455	3241 CLIFTMONT AVE BALTIMORE | MD 21213-1621	0x005C100000431500000020	1	1621	21213	 Cliftmont Avenue 	3241
128462	2816 E MADISON ST BALTIMORE | MD 21205-1720	0x004C060000201600000020	1	1720	21205	 East Madison Street 	2816
128467	2601 AISQUITH ST BALTIMORE | MD 21218-4818	0x0012100000411500000020	1	4818	21218	 Aisquith Street 	2601
128469	4312 ROBERTON AVE BALTIMORE | MD 21206-6805	0x00E8170000204F00000020	1	6805	21206	 Roberton Avenue 	4312
128487	520 N LUZERNE AVE BALTIMORE | MD 21205-2610	0x0078060000202400000020	1	2610	21205	 North Luzerne Avenue 	520
128525	2910 E MONUMENT ST BALTIMORE | MD 21205-2722	0x005D060000202400000020	1	2722	21205	 East Monument Street 	2910
128584	637 E 36TH ST BALTIMORE | MD 21218-2528	0x00D90F0000202100000020	1	2528	21218	 East 36Th Street 	637
128598	2706 BAKER ST BALTIMORE | MD 21216-4002	0x0064090000202500000043	1	4002	21216	 Baker Street 	2706
128614	2017 WILKENS AVE BALTIMORE | MD 21223-3412	0x00BF020000200900000020	1	3412	21223	 Wilkens Avenue 	2017
128647	2802 THE ALAMEDA BALTIMORE | MD 21218-3727	0x0029100000203A00000020	1	3727	21218	 The Alameda 	2802
128661	2609 E MONUMENT ST BALTIMORE | MD 21205-2616	0x006A060000203500000020	1	2616	21205	 East Monument Street 	2609
128683	2533 E MONUMENT ST BALTIMORE | MD 21205-2540	0x0069060000201100000020	1	2540	21205	 East Monument Street 	2533
128686	2040 W FAYETTE ST BALTIMORE | MD 21223-1528	0x00B0000000201400000041	1	1528	21223	 West Fayette Street 	2040
128751	121 S PAYSON ST BALTIMORE | MD 21223-2236	0x00F2000000202100000020	1	2236	21223	 South Payson Street 	121
128765	1218 S CAREY ST BALTIMORE | MD 21230-1835	0x000A030000203000000020	1	1835	21230	 South Carey Street 	1218
128821	5013-17 GOODNOW RD BALTIMORE | MD 21206	0x00B7170000201000000041	1	0	21206	 Goodnow Road 	5013-17
128828	3604 LUCILLE AVE BALTIMORE | MD 21215-5909	0x0000120000201400000020	1	5909	21215	 Lucille Avenue 	3604
128852	1717 POPLAR GROVE ST BALTIMORE | MD 21216-3514	0x0066090000203400000020	1	3514	21216	 Poplar Grove Street 	1717
128855	1518 TRACTION ST BALTIMORE | MD 21217-1750	0x004E0D0000205100000020	1	1750	21217	 Traction Street 	1518
128885	2330 E OLIVER ST BALTIMORE | MD 21213-3528	0x00CC050000203000000020	1	3528	21213	 East Oliver Street 	2330
128896	3715 CENTRE PL BALTIMORE | MD 21224-2409	0x008F180000205600000020	1	2409	21224	 Centre Place 	3715
128903	600 N GLOVER ST BALTIMORE | MD 21205-2604	0x006A060000204600000020	1	2604	21205	 North Glover Street 	600
128946	3731 BEEHLER AVE BALTIMORE | MD 21215-5904	0x0000120000204A00000020	1	5904	21215	 Beehler Avenue 	3731
129002	3729 BEEHLER AVE BALTIMORE | MD 21215-5904	0x0000120000204900000020	1	5904	21215	 Beehler Avenue 	3729
129005	746 E 36TH ST BALTIMORE | MD 21218-2529	0x00DA0F0000411800000020	1	2529	21218	 East 36Th Street 	746
129008	3423 PATON AVE BALTIMORE | MD 21215-5035	0x00C8110000205F00000020	1	5035	21215	 Paton Avenue 	3423
129052	821 MCKEAN AVE BALTIMORE | MD 21217-1434	0x0054000000204C00000020	1	1434	21217	 Mckean Avenue 	821
129060	1728 W LEXINGTON ST BALTIMORE | MD 21223-1632	0x00A4000000201B00000020	1	1632	21223	 West Lexington Street 	1728
129069	211-13 E BALTIMORE ST BALTIMORE | MD 21202	0x008A020000200600000020	1	0	21202	 East Baltimore Street 	211-13
129077	2230 E OLIVER ST BALTIMORE | MD 21213-3428	0x00CB050000200A00000020	1	3428	21213	 East Oliver Street 	2230
129083	2503 E FEDERAL ST BALTIMORE | MD 21213-3726	0x00CE050000201600000020	1	3726	21213	 East Federal Street 	2503
129096	2336 DRUID HILL AVE BALTIMORE | MD 21217-1813	0x00560D0000203900000020	1	1813	21217	 Druid Hill Avenue 	2336
129113	2410 FREDERICK AVE BALTIMORE | MD 21223-2839	0x007E080000411600000020	1	2839	21223	 Frederick Avenue 	2410
129118	1001 W LAFAYETTE AVE BALTIMORE | MD 21217-2568	0x005C000000200B00000020	1	2568	21217	 West Lafayette Avenue 	1001
129143	2509 E FEDERAL ST BALTIMORE | MD 21213-3726	0x00CE050000201900000020	1	3726	21213	 East Federal Street 	2509
129145	2818 BRIGHTON ST BALTIMORE | MD 21216-4010	0x0069090000421C00000049	1	4010	21216	 Brighton Street 	2818
129159	2641 E CHASE ST BALTIMORE | MD 21213-3705	0x0026060000201700000020	1	3705	21213	 East Chase Street 	2641
129173	3631 BEEHLER AVE BALTIMORE | MD 21215-5902	0x0000120000203A00000020	1	5902	21215	 Beehler Avenue 	3631
129177	4100 GARRISON BLVD BALTIMORE | MD 21215-5609	0x009D0A0000411F00000020	1	5609	21215	 Garrison Boulevard 	4100
129213	932 E EAGER ST BALTIMORE | MD 21202-5516	0x00A0040000201100000020	1	5516	21202	 East Eager Street 	932
129224	701 EDMONDSON AVE BALTIMORE | MD 21201-1436	0x00D6010000202C00000020	1	1436	21201	 Edmondson Avenue 	701
129263	1645 N MILTON AVE BALTIMORE | MD 21213-2513	0x00AF050000201A00000020	1	2513	21213	 North Milton Avenue 	1645
129323	1647 N MILTON AVE BALTIMORE | MD 21213-2513	0x00AF050000201B00000020	1	2513	21213	 North Milton Avenue 	1647
129359	1607 E LANVALE ST BALTIMORE | MD 21213-2316	0x005E040000201900000020	1	2316	21213	 East Lanvale Street 	1607
129375	1603 W LOMBARD ST BALTIMORE | MD 21223-2437	0x00F5000000200100000020	1	2437	21223	 West Lombard Street 	1603
129385	1655 N MILTON AVE BALTIMORE | MD 21213-2513	0x00AF050000201F00000020	1	2513	21213	 North Milton Avenue 	1655
129428	2808 WOODBROOK AVE BALTIMORE | MD 21217-1941	0x009C0C0000413800000020	1	1941	21217	 Woodbrook Avenue 	2808
129451	2433 HARRIET AVE BALTIMORE | MD 21230-2713	0x00441D000043BD01000020	1	2713	21230	 Harriet Avenue 	2433
129480	707 N ROSE ST BALTIMORE | MD 21205-2516	0x0059060000205A00000020	1	2516	21205	 North Rose Street 	707
129482	1000 EDMONDSON AVE BALTIMORE | MD 21223-1327	0x0073000000202C00000020	1	1327	21223	 Edmondson Avenue 	1000
129486	4205 GRANADA AVE BALTIMORE | MD 21215-4924	0x009D0A0000411700000020	1	4924	21215	 Granada Avenue 	4205
129494	3402 HAYWARD AVE BALTIMORE | MD 21215-5002	0x00AF110000202C00000020	1	5002	21215	 Hayward Avenue 	3402
129528	1007 W FAYETTE ST BALTIMORE | MD 21223-1932	0x00C8000000200400000020	1	1932	21223	 West Fayette Street 	1007
129551	1038 EDMONDSON AVE BALTIMORE | MD 21223-1324	0x0073000000201900000020	1	1324	21223	 Edmondson Avenue 	1038
129585	1132 HOMEWOOD AVE BALTIMORE | MD 21202-5531	0x0091040000201A00000020	1	5531	21202	 Homewood Avenue 	1132
129593	1226 GLYNDON AVE BALTIMORE | MD 21223-3611	0x000A010000420E00000020	1	3611	21223	 Glyndon Avenue 	1226
129616	1831 N BOND ST BALTIMORE | MD 21213-2305	0x004E040000200600000020	1	2305	21213	 North Bond Street 	1831
129635	2804 OVERLAND AVE BALTIMORE | MD 21214-2132	0x00DD140000202100000020	1	2132	21214	 Overland Avenue 	2804
129682	3513 HAYWARD AVE BALTIMORE | MD 21215-5047	0x00C7110000200B00000020	1	5047	21215	 Hayward Avenue 	3513
129703	1814 N PORT ST BALTIMORE | MD 21213-2512	0x00AE050000204200000020	1	2512	21213	 North Port Street 	1814
129711	729 E PRESTON ST BALTIMORE | MD 21202-4230	0x0083040000201D00000020	1	4230	21202	 East Preston Street 	729
129721	3023 LOCH RAVEN RD BALTIMORE | MD 21218-4223	0x0003100000200300000020	1	4223	21218	 Loch Raven Road 	3023
129728	600 N ARLINGTON AVE BALTIMORE | MD 21217-2401	0x0072000000202A00000020	1	2401	21217	 North Arlington Avenue 	600
129730	1232 DARLEY AVE BALTIMORE | MD 21218-5533	0x00AA0F0000421700000020	1	5533	21218	 Darley Avenue 	1232
129737	3545 LYNDALE AVE BALTIMORE | MD 21213-1948	0x0053100000435E00000020	1	1948	21213	 Lyndale Avenue 	3545
129799	2359 WASHINGTON BLVD BALTIMORE | MD 21230-1539	0x00BC1E0000420300000020	1	1539	21230	 Washington Boulevard 	2359
129812	3006 HURON ST BALTIMORE | MD 21230-2802	0x00441D000043E500000020	1	2802	21230	 Huron Street 	3006
129833	1134 MONTPELIER ST BALTIMORE | MD 21218-3616	0x00FE0F0000200D00000020	1	3616	21218	 Montpelier Street 	1134
129869	2611 E BIDDLE ST BALTIMORE | MD 21213-3703	0x0015060000203300000020	1	3703	21213	 East Biddle Street 	2611
129913	2224 RUSKIN AVE BALTIMORE | MD 21217-1933	0x00AC0C0000203600000020	1	1933	21217	 Ruskin Avenue 	2224
129937	2625 E BIDDLE ST BALTIMORE | MD 21213-3703	0x0015060000203A00000020	1	3703	21213	 East Biddle Street 	2625
129946	1707 N PORT ST BALTIMORE | MD 21213-2554	0x00B8050000202E00000020	1	2554	21213	 North Port Street 	1707
129972	1022 E BELVEDERE AVE BALTIMORE | MD 21212-3728	0x0012140000410C0000004E	1	3728	21212	 East Belvedere Avenue 	1022
129991	1652 N SMALLWOOD ST BALTIMORE | MD 21216-3719	0x0013090000203800000020	1	3719	21216	 North Smallwood Street 	1652
130031	523 N DECKER AVE BALTIMORE | MD 21205-2728	0x007D060000202E00000020	1	2728	21205	 North Decker Avenue 	523
130061	2542 FREDERICK AVE BALTIMORE | MD 21223-2840	0x0081080000200B00000020	1	2840	21223	 Frederick Avenue 	2542
130064	4016 FAIRFAX RD BALTIMORE | MD 21216-1512	0x00BE0A0000411200000020	1	1512	21216	 Fairfax Road 	4016
130076	1712 N MONTFORD AVE BALTIMORE | MD 21213-2508	0x00B7050000203000000020	1	2508	21213	 North Montford Avenue 	1712
130154	2331 AIKEN ST BALTIMORE | MD 21218-5518	0x00AA0F0000421000000020	1	5518	21218	 Aiken Street 	2331
130156	3723 BOARMAN AVE BALTIMORE | MD 21215-6108	0x00830B0000200D00000020	1	6108	21215	 Boarman Avenue 	3723
130165	2229 OREM AVE BALTIMORE | MD 21217-1918	0x00AC0C0000201B00000020	1	1918	21217	 Orem Avenue 	2229
130190	614 N CARROLLTON AVE BALTIMORE | MD 21217-2413	0x0071000000200800000020	1	2413	21217	 North Carrollton Avenue 	614
130198	1634 N MILTON AVE BALTIMORE | MD 21213-2514	0x00C2050000201000000045	1	2514	21213	 North Milton Avenue 	1634
130201	2034 MAISEL ST BALTIMORE | MD 21230-1617	0x00DA1E0000200E00000020	1	1617	21230	 Maisel Street 	2034
130211	3625 CHESTERFIELD AVE BALTIMORE | MD 21213-1860	0x0053100000474A00000020	1	1860	21213	 Chesterfield Avenue 	3625
130335	2304 AIKEN ST BALTIMORE | MD 21218-5517	0x00AA0F0000440800000020	1	5517	21218	 Aiken Street 	2304
130346	2202 WHITTIER AVE BALTIMORE | MD 21217-1947	0x00AA0C0000200900000020	1	1947	21217	 Whittier Avenue 	2202
130352	3001 PRESSTMAN ST BALTIMORE | MD 21216-3914	0x0096090000432200000020	1	3914	21216	 Presstman Street 	3001
130367	238 N LUZERNE AVE BALTIMORE | MD 21224-1114	0x009B060000201C00000020	1	1114	21224	 North Luzerne Avenue 	238
130412	1635 N SPRING ST BALTIMORE | MD 21213-2246	0x005C040000204400000020	1	2246	21213	 North Spring Street 	1635
130418	306 N GILMOR ST BALTIMORE | MD 21223-1735	0x0096000000200400000020	1	1735	21223	 North Gilmor Street 	306
130451	2903 ARUNAH AVE BALTIMORE | MD 21216-4602	0x00B2090000422900000020	1	4602	21216	 Arunah Avenue 	2903
130456	4708 GRINDON AVE BALTIMORE | MD 21214-2401	0x00E7140000200A00000020	1	2401	21214	 Grindon Avenue 	4708
130506	631 N CARROLLTON AVE BALTIMORE | MD 21217-2414	0x0072000000201500000020	1	2414	21217	 North Carrollton Avenue 	631
130510	4117 BOARMAN AVE BALTIMORE | MD 21215-4919	0x00A10A0000201900000020	1	4919	21215	 Boarman Avenue 	4117
130544	3618 PARK HEIGHTS AVE BALTIMORE | MD 21215-7731	0x00FC0C0000200A00000020	1	7731	21215	 Park Heights Avenue 	3618
130578	702 E 21ST ST BALTIMORE | MD 21218-6126	0x00B40F0000200200000020	1	6126	21218	 East 21St Street 	702
130587	4705 PILGRIM RD BALTIMORE | MD 21214-2445	0x00E7140000201100000020	1	2445	21214	 Pilgrim Road 	4705
130652	17 N TREMONT RD BALTIMORE | MD 21229-3349	0x00A61F0000471900000020	1	3349	21229	 North Tremont Road 	17
130701	615 HOMESTEAD ST BALTIMORE | MD 21218-3558	0x00EB0F0000200600000020	1	3558	21218	 Homestead Street 	615
130718	2812 FREDERICK AVE BALTIMORE | MD 21223-2708	0x0093080000202F00000020	1	2708	21223	 Frederick Avenue 	2812
130734	3803 OLD YORK RD BALTIMORE | MD 21218-1937	0x00840F0000200200000020	1	1937	21218	 Old York Road 	3803
130784	505 MILLINGTON AVE BALTIMORE | MD 21223-2841	0x003E080000200200000020	1	2841	21223	 Millington Avenue 	505
130809	4020 BELLE AVE BALTIMORE | MD 21215-4916	0x009E0A0000202900000020	1	4916	21215	 Belle Avenue 	4020
130816	3218 WESTMONT AVE BALTIMORE | MD 21216-3833	0x008A090000424100000020	1	3833	21216	 Westmont Avenue 	3218
130845	401 MILLINGTON AVE BALTIMORE | MD 21223-2814	0x0061080000420B00000020	1	2814	21223	 Millington Avenue 	401
130848	1823 N WOLFE ST BALTIMORE | MD 21213-2457	0x00A8050000204300000020	1	2457	21213	 North Wolfe Street 	1823
130853	218 S FULTON AVE BALTIMORE | MD 21223-3005	0x0004010000204600000020	1	3005	21223	 South Fulton Avenue 	218
130861	1645 N SMALLWOOD ST BALTIMORE | MD 21216-3720	0x0014090000204100000020	1	3720	21216	 North Smallwood Street 	1645
130907	1824 E LAFAYETTE AVE BALTIMORE | MD 21213-2459	0x00A7050000204500000020	1	2459	21213	 East Lafayette Avenue 	1824
130925	820-22 N CARROLLTON AVE BALTIMORE | MD 21217	0x005A000000200800000020	1	0	21217	 North Carrollton Avenue 	820-22
130928	2421 E EAGER ST BALTIMORE | MD 21205-1229	0x0037060000202A00000020	1	1229	21205	 East Eager Street 	2421
130954	2502 DENISON ST BALTIMORE | MD 21216	0x00F20B0000202E00000041	1	0	21216	 Denison Street 	2502
130959	1820 N REGESTER ST BALTIMORE | MD 21213-2329	0x00A6050000205A00000020	1	2329	21213	 North Regester Street 	1820
130986	323 GWYNN AVE BALTIMORE | MD 21229-3027	0x00E3080000202700000020	1	3027	21229	 Gwynn Avenue 	323
131016	3406 MONDAWMIN AVE BALTIMORE | MD 21216-2321	0x00F20B0000201800000020	1	2321	21216	 Mondawmin Avenue 	3406
131035	1721 N SMALLWOOD ST BALTIMORE | MD 21216-3722	0x00FD080000200400000020	1	3722	21216	 North Smallwood Street 	1721
131039	506 E LYNN AVE BALTIMORE | MD 21223-2838	0x005A080000201E00000048	1	2838	21223	 East Lynn Avenue 	506
131055	922 HARLEM AVE BALTIMORE | MD 21217-2423	0x0068000000202A00000020	1	2423	21217	 Harlem Avenue 	922
131078	3407 MONDAWMIN AVE BALTIMORE | MD 21216-2322	0x00F10B0000201C00000020	1	2322	21216	 Mondawmin Avenue 	3407
131092	6502 ROSEMONT AVE BALTIMORE | MD 21206-1836	0x001B160000200F00000020	1	1836	21206	 Rosemont Avenue 	6502
131127	6922 REISTERSTOWN RD BALTIMORE | MD 21215-1421	0x00A0100000200100000020	1	1421	21215	 Reisterstown Road 	6922
131184	1838 WILKENS AVE BALTIMORE | MD 21223-3443	0x0023010000203200000020	1	3443	21223	 Wilkens Avenue 	1838
131220	1813 N SMALLWOOD ST BALTIMORE | MD 21216-3724	0x00FC080000203400000020	1	3724	21216	 North Smallwood Street 	1813
131244	511 N BOULDIN ST BALTIMORE | MD 21205-2807	0x000D180000200600000020	1	2807	21205	 North Bouldin Street 	511
131301	817 N CAREY ST BALTIMORE | MD 21217-2548	0x005A000000201900000020	1	2548	21217	 North Carey Street 	817
131310	2713 GREENMOUNT AVE BALTIMORE | MD 21218-4445	0x00E70F0000200700000020	1	4445	21218	 Greenmount Avenue 	2713
131354	2311 E NORTH AVE BALTIMORE | MD 21213-1505	0x00AC050000200C00000020	1	1505	21213	 East North Avenue 	2311
131370	711 N WOODINGTON RD BALTIMORE | MD 21229-1845	0x00CD090000411100000020	1	1845	21229	 North Woodington Road 	711
131385	3635 REISTERSTOWN RD BALTIMORE | MD 21215-7701	0x00FC0C0000201900000020	1	7701	21215	 Reisterstown Road 	3635
131443	3253 WESTMONT AVE BALTIMORE | MD 21216-3834	0x008A090000426D00000020	1	3834	21216	 Westmont Avenue 	3253
131481	1409 N LONGWOOD ST BALTIMORE | MD 21216-3927	0x001C090000441E00000020	1	3927	21216	 North Longwood Street 	1409
131509	2518 KEYWORTH AVE BALTIMORE | MD 21215-7635	0x000E0D0000201A00000020	1	7635	21215	 Keyworth Avenue 	2518
131522	3101 GWYNNS FALLS PKWY BALTIMORE | MD 21216-2723	0x00E10B0000201E00000020	1	2723	21216	 Gwynns Falls Parkway 	3101
